date,kecamatan,city,precipitation_mm,temp_max_c,wind_max_kmh,is_weekend,is_holiday,event_attendance,day_of_week,month_of_year,day_of_month,is_payday,rain_3d,waste_tons,waste_tons_source
2021-06-24,gambir,Jakarta Pusat,6.0,27.4,11.1,0,0,0,3,6,24,0,26.5,95.021,calibrated_synthetic_anchored_to_SILIKA_real
2021-06-25,gambir,Jakarta Pusat,2.5,31.7,10.4,0,0,0,4,6,25,1,14.4,106.255,calibrated_synthetic_anchored_to_SILIKA_real
2021-06-26,gambir,Jakarta Pusat,5.6,29.9,11.7,1,0,0,5,6,26,1,14.1,121.67,calibrated_synthetic_anchored_to_SILIKA_real
2021-06-27,gambir,Jakarta Pusat,5.5,30.7,10.1,1,0,0,6,6,27,1,13.6,113.336,calibrated_synthetic_anchored_to_SILIKA_real
2021-06-28,gambir,Jakarta Pusat,1.3,30.4,7.8,0,0,0,0,6,28,1,12.4,104.719,calibrated_synthetic_anchored_to_SILIKA_real
2021-06-29,gambir,Jakarta Pusat,9.1,30.6,10.0,0,0,0,1,6,29,0,15.9,102.749,calibrated_synthetic_anchored_to_SILIKA_real
2021-06-30,gambir,Jakarta Pusat,8.9,30.0,9.6,0,0,0,2,6,30,0,19.3,108.126,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-01,gambir,Jakarta Pusat,5.8,29.1,10.6,0,0,0,3,7,1,1,23.8,106.504,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-02,gambir,Jakarta Pusat,0.0,31.7,18.9,0,0,0,4,7,2,1,14.7,103.201,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-03,gambir,Jakarta Pusat,0.0,31.6,9.1,1,0,0,5,7,3,0,5.8,114.547,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-04,gambir,Jakarta Pusat,0.1,32.0,10.1,1,0,0,6,7,4,0,0.1,110.732,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-05,gambir,Jakarta Pusat,1.6,31.6,9.7,0,0,0,0,7,5,0,1.7,109.379,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-06,gambir,Jakarta Pusat,0.7,31.8,12.4,0,0,0,1,7,6,0,2.4,102.227,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-07,gambir,Jakarta Pusat,0.1,30.6,7.6,0,0,0,2,7,7,0,2.4,95.28,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-08,gambir,Jakarta Pusat,0.0,32.4,11.3,0,0,0,3,7,8,0,0.8,94.599,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-09,gambir,Jakarta Pusat,0.7,32.1,9.9,0,0,0,4,7,9,0,0.8,110.014,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-10,gambir,Jakarta Pusat,5.8,31.6,12.5,1,0,0,5,7,10,0,6.5,118.145,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-11,gambir,Jakarta Pusat,5.4,31.1,17.2,1,0,0,6,7,11,0,11.9,107.422,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-12,gambir,Jakarta Pusat,0.5,32.3,13.3,0,0,0,0,7,12,0,11.7,99.378,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-13,gambir,Jakarta Pusat,0.2,31.1,12.3,0,0,0,1,7,13,0,6.1,108.981,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-14,gambir,Jakarta Pusat,0.1,29.0,12.1,0,0,0,2,7,14,0,0.8,95.847,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-15,gambir,Jakarta Pusat,0.0,31.9,12.1,0,0,0,3,7,15,0,0.3,96.871,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-16,gambir,Jakarta Pusat,0.1,32.3,13.6,0,0,0,4,7,16,0,0.2,104.615,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-17,gambir,Jakarta Pusat,0.0,32.6,12.9,1,0,0,5,7,17,0,0.1,106.278,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-18,gambir,Jakarta Pusat,0.0,32.7,13.9,1,0,0,6,7,18,0,0.1,108.369,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-19,gambir,Jakarta Pusat,2.7,31.0,10.2,0,0,0,0,7,19,0,2.7,100.482,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-20,gambir,Jakarta Pusat,2.2,30.4,11.7,0,0,0,1,7,20,0,4.9,103.032,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-21,gambir,Jakarta Pusat,2.5,31.4,9.5,0,0,0,2,7,21,0,7.4,108.694,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-22,gambir,Jakarta Pusat,0.3,30.5,9.7,0,0,0,3,7,22,0,5.0,101.769,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-23,gambir,Jakarta Pusat,12.8,30.9,9.7,0,0,0,4,7,23,0,15.6,112.995,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-24,gambir,Jakarta Pusat,2.9,30.0,9.4,1,0,0,5,7,24,0,16.0,97.841,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-25,gambir,Jakarta Pusat,0.0,32.6,14.3,1,0,0,6,7,25,1,15.7,112.182,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-26,gambir,Jakarta Pusat,0.0,32.4,10.2,0,0,0,0,7,26,1,2.9,101.015,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-27,gambir,Jakarta Pusat,0.0,32.8,12.8,0,0,0,1,7,27,1,0.0,99.137,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-28,gambir,Jakarta Pusat,0.0,33.2,13.8,0,0,0,2,7,28,1,0.0,100.84,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-29,gambir,Jakarta Pusat,0.0,33.3,14.1,0,0,0,3,7,29,0,0.0,99.637,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-30,gambir,Jakarta Pusat,0.1,33.4,13.0,0,0,0,4,7,30,0,0.1,106.064,calibrated_synthetic_anchored_to_SILIKA_real
2021-07-31,gambir,Jakarta Pusat,3.3,31.6,8.4,1,0,0,5,7,31,0,3.4,101.453,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-01,gambir,Jakarta Pusat,2.8,32.3,10.9,1,0,0,6,8,1,1,6.2,112.635,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-02,gambir,Jakarta Pusat,3.6,30.8,9.3,0,0,0,0,8,2,1,9.7,102.851,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-03,gambir,Jakarta Pusat,1.1,32.4,10.9,0,0,0,1,8,3,0,7.5,99.673,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-04,gambir,Jakarta Pusat,1.6,32.5,12.6,0,0,0,2,8,4,0,6.3,106.53,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-05,gambir,Jakarta Pusat,7.2,30.9,9.4,0,0,0,3,8,5,0,9.9,104.084,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-06,gambir,Jakarta Pusat,0.6,33.5,15.2,0,0,0,4,8,6,0,9.4,108.329,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-07,gambir,Jakarta Pusat,1.2,32.0,16.6,1,0,0,5,8,7,0,9.0,107.581,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-08,gambir,Jakarta Pusat,1.1,32.6,12.1,1,0,0,6,8,8,0,2.9,104.709,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-09,gambir,Jakarta Pusat,3.7,32.3,14.0,0,0,0,0,8,9,0,6.0,100.197,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-10,gambir,Jakarta Pusat,59.0,30.5,9.9,0,0,0,1,8,10,0,63.8,118.971,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-11,gambir,Jakarta Pusat,0.0,32.1,14.6,0,0,0,2,8,11,0,62.7,102.225,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-12,gambir,Jakarta Pusat,0.0,32.3,10.9,0,0,0,3,8,12,0,59.0,95.98,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-13,gambir,Jakarta Pusat,0.9,29.6,12.6,0,0,0,4,8,13,0,0.9,101.788,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-14,gambir,Jakarta Pusat,1.9,31.5,12.0,1,0,0,5,8,14,0,2.8,109.666,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-15,gambir,Jakarta Pusat,0.3,33.1,17.7,1,0,0,6,8,15,0,3.1,122.967,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-16,gambir,Jakarta Pusat,0.3,32.1,13.3,0,0,0,0,8,16,0,2.5,111.3,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-17,gambir,Jakarta Pusat,0.6,32.1,12.0,0,1,0,1,8,17,0,1.2,97.1,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-18,gambir,Jakarta Pusat,1.9,31.0,10.5,0,0,0,2,8,18,0,2.8,99.887,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-19,gambir,Jakarta Pusat,3.7,29.7,9.4,0,0,0,3,8,19,0,6.2,94.183,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-20,gambir,Jakarta Pusat,1.2,31.9,14.1,0,0,0,4,8,20,0,6.8,98.385,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-21,gambir,Jakarta Pusat,6.2,31.1,14.8,1,0,0,5,8,21,0,11.1,110.153,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-22,gambir,Jakarta Pusat,0.6,31.5,14.6,1,0,0,6,8,22,0,8.0,115.168,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-23,gambir,Jakarta Pusat,0.7,31.4,9.8,0,0,0,0,8,23,0,7.5,97.709,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-24,gambir,Jakarta Pusat,0.9,32.4,10.1,0,0,0,1,8,24,0,2.2,98.077,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-25,gambir,Jakarta Pusat,0.1,32.5,10.0,0,1,0,2,8,25,1,1.7,94.663,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-26,gambir,Jakarta Pusat,0.0,33.0,15.5,0,0,0,3,8,26,1,1.0,104.539,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-27,gambir,Jakarta Pusat,0.0,33.5,14.0,0,0,0,4,8,27,1,0.1,99.941,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-28,gambir,Jakarta Pusat,0.0,33.1,14.1,1,0,0,5,8,28,1,0.0,109.55,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-29,gambir,Jakarta Pusat,6.0,31.8,13.0,1,0,0,6,8,29,0,6.0,103.785,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-30,gambir,Jakarta Pusat,2.4,32.1,13.0,0,0,0,0,8,30,0,8.4,100.866,calibrated_synthetic_anchored_to_SILIKA_real
2021-08-31,gambir,Jakarta Pusat,4.5,30.8,10.6,0,0,0,1,8,31,0,12.9,92.817,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-01,gambir,Jakarta Pusat,1.2,31.9,14.6,0,0,0,2,9,1,1,8.1,97.944,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-02,gambir,Jakarta Pusat,1.3,31.4,9.3,0,0,0,3,9,2,1,7.0,117.24,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-03,gambir,Jakarta Pusat,0.2,32.1,13.5,0,0,0,4,9,3,0,2.7,95.028,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-04,gambir,Jakarta Pusat,0.2,33.2,13.0,1,0,0,5,9,4,0,1.7,102.655,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-05,gambir,Jakarta Pusat,0.2,34.2,17.5,1,0,0,6,9,5,0,0.6,118.874,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-06,gambir,Jakarta Pusat,22.4,31.6,12.6,0,0,0,0,9,6,0,22.8,126.569,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-07,gambir,Jakarta Pusat,16.3,29.9,10.8,0,0,0,1,9,7,0,38.9,103.23,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-08,gambir,Jakarta Pusat,2.9,32.0,8.4,0,0,0,2,9,8,0,41.6,99.502,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-09,gambir,Jakarta Pusat,0.0,32.3,8.6,0,0,0,3,9,9,0,19.2,103.097,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-10,gambir,Jakarta Pusat,0.0,32.6,12.9,0,0,0,4,9,10,0,2.9,110.503,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-11,gambir,Jakarta Pusat,0.0,32.0,12.0,1,0,0,5,9,11,0,0.0,103.227,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-12,gambir,Jakarta Pusat,18.7,30.5,8.2,1,0,0,6,9,12,0,18.7,115.137,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-13,gambir,Jakarta Pusat,9.9,32.5,16.8,0,0,0,0,9,13,0,28.6,105.372,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-14,gambir,Jakarta Pusat,29.6,26.8,10.2,0,0,0,1,9,14,0,58.2,111.87,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-15,gambir,Jakarta Pusat,1.5,30.4,9.3,0,0,0,2,9,15,0,41.0,99.468,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-16,gambir,Jakarta Pusat,0.8,32.2,13.0,0,0,0,3,9,16,0,31.9,100.682,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-17,gambir,Jakarta Pusat,2.7,32.3,12.0,0,0,0,4,9,17,0,5.0,94.625,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-18,gambir,Jakarta Pusat,0.3,33.1,12.2,1,0,0,5,9,18,0,3.8,107.171,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-19,gambir,Jakarta Pusat,3.0,32.7,10.4,1,0,0,6,9,19,0,6.0,107.021,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-20,gambir,Jakarta Pusat,1.5,31.5,8.1,0,0,0,0,9,20,0,4.8,102.545,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-21,gambir,Jakarta Pusat,8.4,32.6,13.7,0,0,0,1,9,21,0,12.9,98.586,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-22,gambir,Jakarta Pusat,2.1,32.7,10.2,0,0,0,2,9,22,0,12.0,103.781,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-23,gambir,Jakarta Pusat,6.1,32.1,12.3,0,0,0,3,9,23,0,16.6,106.629,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-24,gambir,Jakarta Pusat,2.2,33.4,17.1,0,0,0,4,9,24,0,10.4,102.156,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-25,gambir,Jakarta Pusat,2.5,32.1,11.2,1,0,0,5,9,25,1,10.8,114.512,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-26,gambir,Jakarta Pusat,9.8,32.5,12.1,1,0,0,6,9,26,1,14.5,112.816,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-27,gambir,Jakarta Pusat,8.1,31.8,12.8,0,0,0,0,9,27,1,20.4,105.423,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-28,gambir,Jakarta Pusat,5.2,31.4,8.7,0,0,0,1,9,28,1,23.1,101.687,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-29,gambir,Jakarta Pusat,2.4,31.4,7.3,0,0,0,2,9,29,0,15.7,102.986,calibrated_synthetic_anchored_to_SILIKA_real
2021-09-30,gambir,Jakarta Pusat,3.7,31.8,10.1,0,0,0,3,9,30,0,11.3,100.878,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-01,gambir,Jakarta Pusat,0.4,31.5,11.9,0,0,0,4,10,1,1,6.5,117.057,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-02,gambir,Jakarta Pusat,4.0,31.4,11.8,1,0,0,5,10,2,1,8.1,121.732,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-03,gambir,Jakarta Pusat,1.2,31.5,8.8,1,0,0,6,10,3,0,5.6,110.582,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-04,gambir,Jakarta Pusat,3.0,31.8,10.0,0,0,0,0,10,4,0,8.2,97.579,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-05,gambir,Jakarta Pusat,0.0,32.7,12.9,0,0,0,1,10,5,0,4.2,95.89,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-06,gambir,Jakarta Pusat,2.5,31.9,9.3,0,0,0,2,10,6,0,5.5,107.596,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-07,gambir,Jakarta Pusat,0.2,32.0,12.2,0,0,0,3,10,7,0,2.7,102.717,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-08,gambir,Jakarta Pusat,0.4,31.8,9.4,0,0,0,4,10,8,0,3.1,103.84,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-09,gambir,Jakarta Pusat,0.6,33.4,13.2,1,0,0,5,10,9,0,1.2,99.413,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-10,gambir,Jakarta Pusat,2.3,32.7,11.5,1,0,0,6,10,10,0,3.3,113.624,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-11,gambir,Jakarta Pusat,1.2,32.7,11.9,0,0,0,0,10,11,0,4.1,103.709,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-12,gambir,Jakarta Pusat,0.4,33.3,11.8,0,0,0,1,10,12,0,3.9,95.905,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-13,gambir,Jakarta Pusat,0.2,33.3,14.6,0,0,0,2,10,13,0,1.8,99.019,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-14,gambir,Jakarta Pusat,1.9,34.1,12.4,0,0,0,3,10,14,0,2.5,102.728,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-15,gambir,Jakarta Pusat,3.3,33.2,10.5,0,0,0,4,10,15,0,5.4,101.649,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-16,gambir,Jakarta Pusat,8.4,33.1,12.2,1,0,0,5,10,16,0,13.6,106.908,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-17,gambir,Jakarta Pusat,14.5,32.5,12.6,1,0,0,6,10,17,0,26.2,115.991,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-18,gambir,Jakarta Pusat,24.0,29.8,10.9,0,0,0,0,10,18,0,46.9,108.126,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-19,gambir,Jakarta Pusat,7.3,33.2,11.6,0,0,0,1,10,19,0,45.8,102.163,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-20,gambir,Jakarta Pusat,2.9,30.7,10.4,0,0,0,2,10,20,0,34.2,109.128,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-21,gambir,Jakarta Pusat,17.6,31.3,13.8,0,0,0,3,10,21,0,27.8,96.311,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-22,gambir,Jakarta Pusat,12.4,31.9,10.2,0,0,0,4,10,22,0,32.9,108.211,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-23,gambir,Jakarta Pusat,2.8,32.1,12.3,1,0,0,5,10,23,0,32.8,109.449,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-24,gambir,Jakarta Pusat,1.6,32.1,11.9,1,0,0,6,10,24,0,16.8,110.106,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-25,gambir,Jakarta Pusat,11.2,33.0,11.5,0,0,0,0,10,25,1,15.6,111.467,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-26,gambir,Jakarta Pusat,2.4,33.0,11.9,0,0,0,1,10,26,1,15.2,96.581,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-27,gambir,Jakarta Pusat,14.5,30.9,8.9,0,0,0,2,10,27,1,28.1,115.439,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-28,gambir,Jakarta Pusat,8.8,30.9,13.6,0,0,0,3,10,28,1,25.7,114.963,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-29,gambir,Jakarta Pusat,1.4,32.1,10.6,0,0,0,4,10,29,0,24.7,93.91,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-30,gambir,Jakarta Pusat,6.3,32.0,10.2,1,0,0,5,10,30,0,16.5,113.283,calibrated_synthetic_anchored_to_SILIKA_real
2021-10-31,gambir,Jakarta Pusat,9.7,33.0,12.2,1,0,0,6,10,31,0,17.4,106.727,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-01,gambir,Jakarta Pusat,11.5,27.9,11.3,0,0,0,0,11,1,1,27.5,113.218,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-02,gambir,Jakarta Pusat,10.8,31.7,9.4,0,0,0,1,11,2,1,32.0,107.743,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-03,gambir,Jakarta Pusat,3.6,30.8,11.7,0,0,0,2,11,3,0,25.9,99.718,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-04,gambir,Jakarta Pusat,5.2,32.5,12.0,0,0,0,3,11,4,0,19.6,108.211,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-05,gambir,Jakarta Pusat,3.7,29.0,9.5,0,0,0,4,11,5,0,12.5,104.399,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-06,gambir,Jakarta Pusat,5.4,31.5,8.7,1,0,0,5,11,6,0,14.3,118.317,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-07,gambir,Jakarta Pusat,27.9,31.6,15.5,1,0,0,6,11,7,0,37.0,123.685,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-08,gambir,Jakarta Pusat,0.0,30.4,8.0,0,0,0,0,11,8,0,33.3,103.655,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-09,gambir,Jakarta Pusat,23.3,30.7,10.1,0,0,0,1,11,9,0,51.2,119.496,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-10,gambir,Jakarta Pusat,5.3,30.9,13.8,0,0,0,2,11,10,0,28.6,103.656,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-11,gambir,Jakarta Pusat,0.7,30.5,11.1,0,0,0,3,11,11,0,29.3,105.693,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-12,gambir,Jakarta Pusat,3.7,33.4,9.9,0,0,0,4,11,12,0,9.7,99.915,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-13,gambir,Jakarta Pusat,2.7,31.8,9.8,1,0,0,5,11,13,0,7.1,108.869,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-14,gambir,Jakarta Pusat,10.2,31.2,11.6,1,0,0,6,11,14,0,16.6,112.624,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-15,gambir,Jakarta Pusat,23.0,28.7,12.0,0,0,0,0,11,15,0,35.9,115.078,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-16,gambir,Jakarta Pusat,1.4,32.0,15.3,0,0,0,1,11,16,0,34.6,95.609,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-17,gambir,Jakarta Pusat,4.2,32.6,9.4,0,0,0,2,11,17,0,28.6,105.457,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-18,gambir,Jakarta Pusat,15.3,31.5,13.7,0,0,0,3,11,18,0,20.9,108.487,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-19,gambir,Jakarta Pusat,22.5,27.9,11.0,0,0,0,4,11,19,0,42.0,116.132,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-20,gambir,Jakarta Pusat,0.6,31.0,10.5,1,0,0,5,11,20,0,38.4,112.665,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-21,gambir,Jakarta Pusat,0.8,31.1,14.0,1,0,0,6,11,21,0,23.9,118.856,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-22,gambir,Jakarta Pusat,9.6,30.9,15.4,0,0,0,0,11,22,0,11.0,105.19,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-23,gambir,Jakarta Pusat,10.0,30.2,20.7,0,0,0,1,11,23,0,20.4,101.251,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-24,gambir,Jakarta Pusat,0.0,30.7,17.1,0,0,0,2,11,24,0,19.6,101.079,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-25,gambir,Jakarta Pusat,1.8,33.4,10.3,0,0,0,3,11,25,1,11.8,99.472,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-26,gambir,Jakarta Pusat,17.6,32.5,6.9,0,0,0,4,11,26,1,19.4,110.684,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-27,gambir,Jakarta Pusat,2.8,31.7,22.8,1,0,0,5,11,27,1,22.2,121.413,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-28,gambir,Jakarta Pusat,2.9,30.2,21.3,1,0,0,6,11,28,1,23.3,116.224,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-29,gambir,Jakarta Pusat,8.4,32.1,12.3,0,0,0,0,11,29,0,14.1,97.939,calibrated_synthetic_anchored_to_SILIKA_real
2021-11-30,gambir,Jakarta Pusat,6.0,31.3,11.5,0,0,0,1,11,30,0,17.3,96.411,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-01,gambir,Jakarta Pusat,1.9,32.7,15.6,0,0,0,2,12,1,1,16.3,105.654,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-02,gambir,Jakarta Pusat,0.0,33.3,19.4,0,0,0,3,12,2,1,7.9,99.257,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-03,gambir,Jakarta Pusat,0.6,31.1,12.6,0,0,0,4,12,3,0,2.5,98.079,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-04,gambir,Jakarta Pusat,12.9,26.8,11.7,1,0,0,5,12,4,0,13.5,118.475,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-05,gambir,Jakarta Pusat,12.2,26.6,8.2,1,0,0,6,12,5,0,25.7,123.578,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-06,gambir,Jakarta Pusat,13.4,30.0,16.0,0,0,0,0,12,6,0,38.5,112.928,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-07,gambir,Jakarta Pusat,23.7,28.2,10.5,0,0,0,1,12,7,0,49.3,97.686,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-08,gambir,Jakarta Pusat,7.8,30.6,13.2,0,0,0,2,12,8,0,44.9,102.986,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-09,gambir,Jakarta Pusat,6.1,31.3,14.1,0,0,0,3,12,9,0,37.6,101.797,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-10,gambir,Jakarta Pusat,16.7,30.9,11.6,0,0,0,4,12,10,0,30.6,111.837,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-11,gambir,Jakarta Pusat,12.8,30.8,10.5,1,0,0,5,12,11,0,35.6,126.465,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-12,gambir,Jakarta Pusat,9.6,31.5,15.6,1,0,0,6,12,12,0,39.1,97.896,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-13,gambir,Jakarta Pusat,7.2,32.3,16.4,0,0,0,0,12,13,0,29.6,98.481,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-14,gambir,Jakarta Pusat,2.2,32.4,11.8,0,0,0,1,12,14,0,19.0,104.477,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-15,gambir,Jakarta Pusat,10.0,32.1,10.4,0,0,0,2,12,15,0,19.4,101.222,calibrated_synthetic_anchored_to_SILIKA_real
2021-12-16,gambir,Jakarta Pusat,15.7,31.8,13.0,0,0,0,3,12,16,0,27.9,117.943,calibrated_synthetic_anchored_to_SILIKA_real
